Date,A,AG,AL,AP,AU,B,BB,BU,C,CF,CS,CU,CY,ER,FB,FG,FU,HC,I,IC,IF,IH,J,JD,JM,JR,L,LR,M,MA,ME,NI,OI,P,PB,PM,PP,RB,RI,RM,RO,RS,RU,SC,SF,SM,SN,SR,T,TA,TC,TF,V,WH,WR,WS,WT,Y,ZC,ZN
2011/8/18 00:00,-0.000868432,0.000118242,-0.006065858,0.000118242,0.002897295,-0.002423753,0.000118242,0.000118242,-0.004989605,0.000234742,0.000118242,-0.001497006,0.000118242,-0.001164596,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.015290943,0.000118242,-0.007884972,0.000118242,0.000118242,0.000118242,-0.013260174,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.000902527,0.00090063,0.000118242,0.000118242,-0.006785935,0.000118242,0.000118242,-0.000192049,0.000118242,-0.010410557,0.000118242,0.000118242,0.000118242,0.000118242,0.000676224,0.000118242,-0.008180367,0.000118242,0.000118242,-0.006926952,0.000118242,0.000118242,-0.005154639,-0.002795899,0.000397535,0.000118242,0.003240059
2011/8/19 00:00,-0.003694046,0.000118242,0.002615519,0.000118242,0.036233058,-0.003037052,0.000118242,0.000118242,-0.001671542,0.008918094,0.000118242,-0.005247376,0.000118242,-0.001943257,0.000118242,0.000118242,-0.012160519,0.000118242,0.000118242,0.000118242,-0.014263631,0.000118242,0.053763441,0.000118242,0.000118242,0.000118242,-0.008804449,0.000118242,-0.000302389,0.000118242,0.000118242,0.000118242,0.000118242,-0.004065041,-0.00419916,0.000118242,0.000118242,-0.003312629,0.000118242,0.000118242,-0.002305033,0.000118242,-0.007556675,0.000118242,0.000118242,0.000118242,0.000118242,-0.017569942,0.000118242,0.00683967,0.000118242,0.000118242,-0.0082435,0.000118242,0.000118242,-0.004811251,-0.004205607,-0.004569839,0.000118242,-0.008514386
2011/8/22 00:00,0.003707743,0.000118242,-0.002028986,0.000118242,0.022355393,-0.009951259,0.000118242,0.000118242,0.001255756,-0.006745755,0.000118242,-0.0066315,0.000118242,-0.001557632,0.000118242,0.000118242,-0.001025851,0.000118242,0.000118242,0.000118242,-0.00698553,0.000118242,-0.005323869,0.000118242,0.000118242,0.000118242,-0.012622721,0.000118242,0.006352087,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.001807229,0.000118242,0.000118242,0.000415455,0.000118242,0.000118242,-0.000962649,0.000118242,-0.019110182,0.000118242,0.000118242,0.000118242,0.000118242,0.002888981,0.000118242,-0.0003996,0.000118242,0.000118242,-0.003196931,0.000118242,0.000118242,-0.002231313,0.004223369,0.001596806,0.000118242,-0.0071069
2011/8/23 00:00,0.010212951,0.000118242,0.004356666,0.000118242,-0.001758499,0.002051282,0.000118242,0.000118242,0.00083612,0.004918033,0.000118242,0.011227431,0.000118242,0.001170047,0.000118242,0.000118242,0.009858287,0.000118242,0.000118242,0.000118242,0.016509942,0.000118242,-0.038804639,0.000118242,0.000118242,0.000118242,0.028882576,0.000118242,0.012623986,0.000118242,0.000118242,0.000118242,0.000118242,0.0138322,0.004828002,0.000118242,0.000118242,0.001038206,0.000118242,0.000118242,0.007130468,0.000118242,0.008219178,0.000118242,0.000118242,0.000118242,0.000118242,0.005624143,0.000118242,0.016190286,0.000118242,0.000118242,0.012828736,0.000118242,0.000118242,-0.004472605,0.000934579,0.013949781,0.000118242,0.008947211
2011/8/24 00:00,-0.0027963,0.000118242,-0.000867553,0.000118242,-0.027547295,-0.002865916,0.000118242,0.000118242,-0.005847953,0.018410627,0.000118242,-0.002700675,0.000118242,0.002726919,0.000118242,0.000118242,-0.000203376,0.000118242,0.000118242,0.000118242,-0.011228021,0.000118242,0.014849188,0.000118242,0.000118242,0.000118242,-0.000460193,0.000118242,-0.004155536,0.000118242,0.000118242,0.000118242,0.000118242,-0.003131291,0.002402402,0.000118242,0.000118242,0.000207426,0.000118242,0.000118242,-0.001913509,0.000118242,-0.000452899,0.000118242,0.000118242,0.000118242,0.000118242,-0.003000955,0.000118242,-0.005114083,0.000118242,0.000118242,-0.001266624,0.000118242,0.000118242,0.001871958,0.000933707,-0.001375786,0.000118242,-0.000295596
2011/8/25 00:00,-0.002804142,0.000118242,0.00260492,0.000118242,-0.045655028,-0.003900636,0.000118242,0.000118242,-0.004201681,-0.00228833,0.000118242,0.004814202,0.000118242,-0.003496503,0.000118242,0.000118242,0.002441009,0.000118242,0.000118242,0.000118242,0.040137123,0.000118242,0.012802926,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.001788376,0.000118242,0.000118242,0.000118242,0.000118242,-0.003814225,0.005392451,0.000118242,0.000118242,-0.001244297,0.000118242,0.000118242,-0.001342025,0.000118242,0.002265519,0.000118242,0.000118242,0.000118242,0.000118242,-0.019838555,0.000118242,-0.016014235,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.002615845,-0.003731343,-0.003148986,0.000118242,0.010348906
2011/8/26 00:00,-0.002163098,0.000118242,0.003464203,0.000118242,0.011801601,-0.003091509,0.000118242,0.000118242,0.000421941,-0.010779817,0.000118242,0.009731996,0.000118242,0.002729045,0.000118242,0.000118242,-0.001420455,0.000118242,0.000118242,0.000118242,-0.006248283,0.000118242,-0.000902935,0.000118242,0.000118242,0.000118242,0.003222836,0.000118242,-0.003583159,0.000118242,0.000118242,0.000118242,0.000118242,-0.009009009,-0.001191895,0.000118242,0.000118242,-0.003322259,0.000118242,0.000118242,0.000191975,0.000118242,-0.004068716,0.000118242,0.000118242,0.000118242,0.000118242,0.005025126,0.000118242,0.000803697,0.000118242,0.000118242,0.001902346,0.000118242,0.000118242,0.006744099,0.003277154,-0.000987167,0.000118242,0.000292654
2011/8/29 00:00,0.029048342,0.000118242,-0.000575374,0.000118242,0.024442632,0.03597271,0.000118242,0.000118242,0.008435259,0.005100858,0.000118242,0.002520759,0.000118242,0.005054432,0.000118242,0.000118242,0.002032107,0.000118242,0.000118242,0.000118242,-0.013542458,0.000118242,-0.001807501,0.000118242,0.000118242,0.000118242,0.000458926,0.000118242,0.023673959,0.000118242,0.000118242,0.000118242,0.000118242,0.018636364,0.005966587,0.000118242,0.000118242,-0.006666667,0.000118242,0.000118242,0.014011516,0.000118242,0.003328794,0.000118242,0.000118242,0.000118242,0.000118242,0.004166667,0.000118242,0.006625176,0.000118242,0.000118242,0.001265823,0.000118242,0.000118242,0.005582434,0.009799347,0.021146245,0.000118242,0.002047981
2011/8/30 00:00,-0.00315989,0.000118242,0.004317789,0.000118242,-0.011916452,0.001796049,0.000118242,0.000118242,-0.000418235,0.003921569,0.000118242,0.009466055,0.000118242,0.004255319,0.000118242,0.000118242,0.002027986,0.000118242,0.000118242,0.000118242,-0.008265042,0.000118242,0.001810774,0.000118242,0.000118242,0.000118242,0.014220183,0.000118242,-0.00234192,0.000118242,0.000118242,0.000118242,0.000118242,0.000446229,0.002669039,0.000118242,0.000118242,0.008808725,0.000118242,0.000118242,0.001135718,0.000118242,0.027748454,0.000118242,0.000118242,0.000118242,0.000118242,-0.005947441,0.000118242,0.00638213,0.000118242,0.000118242,0.00505689,0.000118242,0.000118242,-0.003330866,0.001386322,0.00425779,0.000118242,0.011094891
2011/8/31 00:00,0.003381234,0.000118242,0.001433075,0.000118242,0.021192587,0.0187251,0.000118242,0.000118242,0.00251046,-0.000689338,0.000118242,0.001611722,0.000118242,0.00385208,0.000118242,0.000118242,0.000202388,0.000118242,0.000118242,0.000118242,0.005296984,0.000118242,0.013104383,0.000118242,0.000118242,0.000118242,0.000904568,0.000118242,0.004401408,0.000118242,0.000118242,0.000118242,0.000118242,0.009812667,0.002957705,0.000118242,0.000118242,0.004365904,0.000118242,0.000118242,0.005294006,0.000118242,0.00484226,0.000118242,0.000118242,0.000118242,0.000118242,0.000695701,0.000118242,0.002774475,0.000118242,0.000118242,-0.000628931,0.000118242,0.000118242,0.000118242,0.00369174,0.007708614,0.000118242,0.002598903
2011/9/1 00:00,-0.002737995,0.000118242,-0.000286205,0.000118242,-0.010100213,0.002150958,0.000118242,0.000118242,-0.000417362,-0.003449069,0.000118242,-0.002486834,0.000118242,-0.001534919,0.000118242,0.000118242,-0.000607042,0.000118242,0.000118242,0.000118242,-0.006603906,0.000118242,-0.001784121,0.000118242,0.000118242,0.000118242,-0.022593764,0.000118242,-0.004674262,0.000118242,0.000118242,0.000118242,0.000118242,-0.001325088,-0.010026541,0.000118242,0.000118242,-0.000413993,0.000118242,0.000118242,-0.004325748,0.000118242,-0.008761682,0.000118242,0.000118242,0.000118242,0.000118242,-0.000973304,0.000118242,-0.012648221,0.000118242,0.000118242,-0.010698553,0.000118242,0.000118242,-0.001113999,0.00183908,-0.002103653,0.000118242,-0.008928571
2011/9/2 00:00,0.001689546,0.000118242,-0.001717721,0.000118242,0.012993224,-0.00097561,0.000118242,0.000118242,0.000835073,0.004153207,0.000118242,-0.005279366,0.000118242,0.00076864,0.000118242,0.000118242,-0.002024701,0.000118242,0.000118242,0.000118242,-0.006930693,0.000118242,-0.010277033,0.000118242,0.000118242,0.000118242,0.000462321,0.000118242,-0.000293513,0.000118242,0.000118242,0.000118242,0.000118242,0.000118242,-0.00893655,0.000118242,0.000118242,0.000621247,0.000118242,0.000118242,-0.000566679,0.000118242,-0.005598114,0.000118242,0.000118242,0.000118242,0.000118242,-0.010160056,0.000118242,0.002401922,0.000118242,0.000118242,-0.000636132,0.000118242,0.000118242,-0.001858736,-0.012849931,0.004791108,0.000118242,-0.008137169
2011/9/5 00:00,-0.003584229,0.000118242,-0.00516203,0.000118242,0.024551464,-0.002929688,0.000118242,0.000118242,0.003337505,-0.007352941,0.000118242,-0.0107622,0.000118242,-0.002304147,0.000118242,0.000118242,-0.00446338,0.000118242,0.000118242,0.000118242,-0.021364478,0.000118242,0.001354402,0.000118242,0.000118242,0.000118242,-0.006469501,0.000118242,-0.001761597,0.000118242,0.000118242,0.000118242,0.000118242,-0.005307386,-0.004809137,0.000118242,0.000118242,-0.006622517,0.000118242,0.000118242,-0.002835003,0.000118242,-0.028296296,0.000118242,0.000118242,0.000118242,0.000118242,-0.017435321,0.000118242,-0.008785942,0.000118242,0.000118242,-0.005728835,0.000118242,0.000118242,0.013407821,0.0037192,-0.005721915,0.000118242,-0.007031937
2011/9/6 00:00,-0.002962336,0.000118242,-0.002882675,0.000118242,0.011904762,-0.008031342,0.000118242,0.000118242,0.0004158,-0.001851852,0.000118242,-0.001490313,0.000118242,-0.001924557,0.000118242,0.000118242,-0.005706134,0.000118242,0.000118242,0.000118242,-0.004075098,0.000118242,0.011271416,0.000118242,0.000118242,0.000118242,0.001860465,0.000118242,-0.006470588,0.000118242,0.000118242,0.000118242,0.000118242,-0.00644731,-0.006644518,0.000118242,0.000118242,-0.00125,0.000118242,0.000118242,-0.006254738,0.000118242,0.003506632,0.000118242,0.000118242,0.000118242,0.000118242,-0.003577562,0.000118242,0.007050766,0.000118242,0.000118242,0.002560819,0.000118242,0.000118242,0.000735024,-0.002779064,-0.004412047,0.000118242,-0.005311301
2011/9/7 00:00,0.010611205,0.000118242,0.007516623,0.000118242,-0.041872233,0.010663507,0.000118242,0.000118242,0.000118242,0.006957328,0.000118242,0.011940299,0.000118242,0.001156961,0.000118242,0.000118242,0.007583521,0.000118242,0.000118242,0.000118242,0.014175069,0.000118242,0.002674989,0.000118242,0.000118242,0.000118242,0.016248839,0.000118242,0.007104796,0.000118242,0.000118242,0.000118242,0.000118242,0.011188185,0.013073883,0.000118242,0.000118242,0.006466416,0.000118242,0.000118242,0.009536525,0.000118242,0.028106958,0.000118242,0.000118242,0.000118242,0.000118242,0.009335057,0.000118242,0.015603121,0.000118242,0.000118242,0.007024266,0.000118242,0.000118242,0.002203452,0.002786809,0.010597303,0.000118242,0.017205577
2011/9/8 00:00,-0.005249895,0.000118242,0.000573888,0.000118242,0.008714022,0.011332552,0.000118242,0.000118242,-0.001246883,0.018654998,0.000118242,-0.001179941,0.000118242,-0.003466872,0.000118242,0.000118242,0.000203417,0.000118242,0.000118242,0.000118242,-0.004899135,0.000118242,-0.004891063,0.000118242,0.000118242,0.000118242,-0.004111466,0.000118242,-0.008524397,0.000118242,0.000118242,0.000118242,0.000118242,-0.001770303,-0.0030012,0.000118242,0.000118242,-0.004559585,0.000118242,0.000118242,-0.00302286,0.000118242,-0.002068864,0.000118242,0.000118242,0.000118242,0.000118242,-0.003984064,0.000118242,-0.002954501,0.000118242,0.000118242,-0.004438808,0.000118242,0.000118242,-0.000366435,-0.00185271,-0.001906578,0.000118242,-0.004374453
2011/9/9 00:00,0.00675533,0.000118242,0.002867795,0.000118242,0.016518325,0.008500773,0.000118242,0.000118242,0.000416146,-0.003391363,0.000118242,-0.001476669,0.000118242,0.000118242,0.000118242,0.000118242,-0.001423632,0.000118242,0.000118242,0.000118242,-0.00448885,0.000118242,0.002234138,0.000118242,0.000118242,0.000118242,-0.000458716,0.000118242,0.003557664,0.000118242,0.000118242,0.000118242,0.000118242,0.006207049,-0.000602047,0.000118242,0.000118242,-0.002498438,0.000118242,0.000118242,0.001516013,0.000118242,0.009773434,0.000118242,0.000118242,0.000118242,0.000118242,0.000571429,0.000118242,0.004741209,0.000118242,0.000118242,0.000636943,0.000118242,0.000118242,0.005498534,0.003712297,0.002483286,0.000118242,0.003222027
2011/9/13 00:00,-0.021807507,0.000118242,-0.005433228,0.000118242,-0.025031547,-0.008812261,0.000118242,0.000118242,-0.000831947,-0.002268603,0.000118242,-0.019372967,0.000118242,-0.002705837,0.000118242,0.000118242,-0.00203666,0.000118242,0.000118242,0.000118242,-0.009890909,0.000118242,-0.004904146,0.000118242,0.000118242,0.000118242,-0.004589261,0.000118242,-0.019793205,0.000118242,0.000118242,0.000118242,0.000118242,-0.017404715,-0.010843373,0.000118242,0.000118242,-0.001669798,0.000118242,0.000118242,-0.010406812,0.000118242,-0.012171873,0.000118242,0.000118242,0.000118242,0.000118242,0.000713878,0.000118242,0.0021628,0.000118242,0.000118242,-0.002546149,0.000118242,0.000118242,-0.005468465,-0.002311604,-0.016577744,0.000118242,-0.010510949
2011/9/14 00:00,-0.009646302,0.000118242,-0.006612996,0.000118242,-0.000686759,-0.008697333,0.000118242,0.000118242,-0.007910075,-0.005684402,0.000118242,-0.019001659,0.000118242,-0.003875969,0.000118242,0.000118242,-0.002040816,0.000118242,0.000118242,0.000118242,0.004921404,0.000118242,-0.004480287,0.000118242,0.000118242,0.000118242,-0.011987091,0.000118242,-0.012356841,0.000118242,0.000118242,0.000118242,0.000118242,-0.011210762,-0.004263094,0.000118242,0.000118242,-0.004808697,0.000118242,0.000118242,-0.008413002,0.000118242,-0.021674584,0.000118242,0.000118242,0.000118242,0.000118242,-0.042944785,0.000118242,-0.009809692,0.000118242,0.000118242,-0.007019783,0.000118242,0.000118242,-0.005498534,-0.001853568,-0.009106762,0.000118242,-0.013868398
2011/9/15 00:00,0.000865801,0.000118242,0.003473227,0.000118242,-0.007374514,0.001169819,0.000118242,0.000118242,0.000839278,0.003658815,0.000118242,0.000461184,0.000118242,0.00233463,0.000118242,0.000118242,-0.000408998,0.000118242,0.000118242,0.000118242,-0.00197354,0.000118242,0.00360036,0.000118242,0.000118242,0.000118242,-0.000933271,0.000118242,0.0021361,0.000118242,0.000118242,0.000118242,0.000118242,0.002267574,-0.004587156,0.000118242,0.000118242,-0.003361345,0.000118242,0.000118242,0.001349788,0.000118242,0.003490137,0.000118242,0.000118242,0.000118242,0.000118242,0.006112105,0.000118242,0.001188825,0.000118242,0.000118242,-0.001285347,0.000118242,0.000118242,-0.001474383,0.000928505,0.000118242,0.000118242,0.002393776
2011/9/16 00:00,-0.000865052,0.000118242,0.000865301,0.000118242,-0.025643074,-0.004868549,0.000118242,0.000118242,0.000419287,-0.007746639,0.000118242,0.011831592,0.000118242,0.000776398,0.000118242,0.000118242,0.002454992,0.000118242,0.000118242,0.000118242,0.001611249,0.000118242,0.005829596,0.000118242,0.000118242,0.000118242,0.004670715,0.000118242,-0.003349574,0.000118242,0.000118242,0.000118242,0.000118242,-0.002036199,0.004608295,0.000118242,0.000118242,-0.002529511,0.000118242,0.000118242,-0.001540535,0.000118242,0.018599728,0.000118242,0.000118242,0.000118242,0.000118242,0.011112757,0.000118242,-0.018207006,0.000118242,0.000118242,-0.001287001,0.000118242,0.000118242,-0.00036914,-0.000463822,-0.003324208,0.000118242,0.005671642
2011/9/19 00:00,-0.016883117,0.000118242,-0.014121037,0.000118242,0.032904266,-0.009589041,0.000118242,0.000118242,-0.004610226,-0.004592423,0.000118242,-0.037661352,0.000118242,-0.006594259,0.000118242,0.000118242,-0.008163265,0.000118242,0.000118242,0.000118242,-0.024349225,0.000118242,-0.010254124,0.000118242,0.000118242,0.000118242,-0.053463505,0.000118242,-0.015887565,0.000118242,0.000118242,0.000118242,0.000118242,-0.018816595,-0.033333333,0.000118242,0.000118242,-0.023245985,0.000118242,0.000118242,-0.006364513,0.000118242,-0.052108076,0.000118242,0.000118242,0.000118242,0.000118242,-0.025498242,0.000118242,-0.027212256,0.000118242,0.000118242,-0.038659794,0.000118242,0.000118242,-0.008493353,-0.004640371,-0.01432215,0.000118242,-0.037696646
2011/9/20 00:00,0.005504183,0.000118242,0.005261619,0.000118242,-0.024209552,0.005334914,0.000118242,0.000118242,0.004631579,-0.008073818,0.000118242,-0.006469938,0.000118242,0.001952362,0.000118242,0.000118242,0.001028807,0.000118242,0.000118242,0.000118242,0.01349022,0.000118242,-0.003153153,0.000118242,0.000118242,0.000118242,-0.003438114,0.000118242,0.004036014,0.000118242,0.000118242,0.000118242,0.000118242,0.007855823,-0.003479911,0.000118242,0.000118242,-0.002379922,0.000118242,0.000118242,0.00621118,0.000118242,-0.00375881,0.000118242,0.000118242,0.000118242,0.000118242,0.005263158,0.000118242,0.005387484,0.000118242,0.000118242,0.00536193,0.000118242,0.000118242,-0.001117318,0.003729604,0.007165605,0.000118242,0.010487353
2011/9/21 00:00,-0.000437924,0.000118242,0.005524862,0.000118242,0.017353579,-0.036949686,0.000118242,0.000118242,-0.003352892,0.002093023,0.000118242,-0.000317662,0.000118242,0.003897116,0.000118242,0.000118242,0.002877698,0.000118242,0.000118242,0.000118242,0.022480219,0.000118242,0.009037506,0.000118242,0.000118242,0.000118242,0.001971414,0.000118242,-0.001855288,0.000118242,0.000118242,0.000118242,0.000118242,-0.001375516,0.014285714,0.000118242,0.000118242,0.004771199,0.000118242,0.000118242,-0.001736111,0.000118242,0.008017607,0.000118242,0.000118242,0.000118242,0.000118242,0.0131638,0.000118242,-0.001648805,0.000118242,0.000118242,0.001333333,0.000118242,0.000118242,0.004101417,0.002786809,-0.00256917,0.000118242,0.004578755
2011/9/22 00:00,-0.01686747,0.000118242,-0.017929439,0.000118242,-0.021828358,-0.014285714,0.000118242,0.000118242,-0.007569386,-0.013228127,0.000118242,-0.042580235,0.000118242,-0.006987578,0.000118242,0.000118242,-0.007788481,0.000118242,0.000118242,0.000118242,-0.029290519,0.000118242,-0.019256605,0.000118242,0.000118242,0.000118242,-0.051155927,0.000118242,-0.020446097,0.000118242,0.000118242,0.000118242,0.000118242,-0.019283747,-0.045696401,0.000118242,0.000118242,-0.014029786,0.000118242,0.000118242,-0.011594203,0.000118242,-0.051777916,0.000118242,0.000118242,0.000118242,0.000118242,-0.012697475,0.000118242,-0.033443435,0.000118242,0.000118242,-0.033954727,0.000118242,-0.007810851,-0.005198663,-0.006021306,-0.018823063,0.000118242,-0.036463081
