Date,Finance,Agricultural Extra,Precious,Metal,Black,Non-Metal Meterial, Energy,Chemical,Cereals,Oil,Soft
2011/8/23 00:00,0.016509942,0,-0.001758499,0.029359311,-0.037970932,0.012828736,0.009858287,0.05329204,0.000664152,0.059800667,0.010542175
2011/8/24 00:00,-0.011228021,0,-0.027547295,-0.001461422,0.011170338,-0.001266624,-0.000203376,-0.006027175,-0.003032402,-0.016238338,0.015409672
2011/8/25 00:00,0.040137123,0,-0.045655028,0.023160479,0.005193126,0,0.002441009,-0.013748716,-0.011653913,-0.016798389,-0.022126885
2011/8/26 00:00,-0.006248283,0,0.011801601,0.012296958,-0.053615564,0.001902346,-0.001420455,-4.2183E-05,0.015261811,-0.018641966,-0.005754691
2011/8/29 00:00,-0.013542458,0,0.024442632,0.009959954,0.021960615,0.001265823,0.002032107,0.010412896,0.021296325,0.142489136,0.009267525
2011/8/30 00:00,-0.008265042,0,-0.011916452,0.027547774,0.021688039,0.00505689,0.002027986,0.048350768,0.000950071,0.002133975,-0.002025873
2011/8/31 00:00,0.005296984,0,0.021192587,0.008601404,0.017470288,-0.000628931,0.000202388,0.008521303,0.008137163,0.04932303,6.36234E-06
2011/9/1 00:00,-0.006603906,0,-0.010100213,-0.021728152,-0.001987588,-0.010698553,-0.000607042,-0.044003668,-0.000851932,-0.013015788,-0.004422372
2011/9/2 00:00,-0.006930693,0,0.012993224,-0.024070808,-0.00060506,-0.000636132,-0.002024701,-0.002733872,-0.008650958,0.004644851,-0.006006848
2011/9/5 00:00,-0.021364478,0,0.024551464,-0.027765304,-0.004850927,-0.005728835,-0.00446338,-0.04355174,0.021125671,-0.022139818,-0.024788262
2011/9/6 00:00,-0.004075098,0,0.011904762,-0.016328808,0.010021416,0.002560819,-0.005706134,0.012417863,-0.003872449,-0.034578361,-0.005429413
2011/9/7 00:00,0.014175069,0,-0.041872233,0.049736381,0.009141405,0.007024266,0.007583521,0.059958918,0.006912811,0.059701521,0.01391385
2011/9/8 00:00,-0.004899135,0,0.008714022,-0.007981707,-0.009450648,-0.004438808,0.000203417,-0.009134831,-0.003310278,-0.009141482,0.007716598
2011/9/9 00:00,-0.00448885,0,0.016518325,0.004011106,-0.000264301,0.000636943,-0.001423632,0.014055927,0.004589592,0.029020115,-0.000917557
2011/9/13 00:00,-0.009890909,0,-0.025031547,-0.038312053,-0.006573944,-0.002546149,-0.00203666,-0.014598334,-0.010333095,-0.094802243,5.39406E-05
2011/9/14 00:00,0.002864698,0,-0.000686759,-0.049095549,-0.015127183,-0.007019783,-0.002040816,-0.043471367,-0.020827536,-0.059431003,-0.034214453
2011/9/15 00:00,-0.00197354,0,-0.007374514,-0.002164382,0.000239015,-0.001285347,-0.000408998,0.00374569,0.003477304,0.007789081,0.00977092
2011/9/16 00:00,0.001611249,0,-0.025643074,0.028479365,-0.001104277,-0.001287001,0.002454992,0.005063437,0.001713856,-0.015984117,0.003366118
2011/9/19 00:00,-0.024349225,0,0.032904266,-0.124965109,-0.033500109,-0.038659794,-0.008163265,-0.132783837,-0.024130463,-0.081862981,-0.030090664
2011/9/20 00:00,0.01349022,0,-0.024209552,0.002454868,-0.016487362,0.00536193,0.001028807,-0.001809439,0.008138039,0.036107719,-0.00281066
2011/9/21 00:00,0.022480219,0,0.017353579,0.015450674,0.013162571,0.001333333,0.002877698,0.008340217,0.008198039,-0.044923694,0.015256823
2011/9/22 00:00,-0.029290519,0,-0.021828358,-0.135229227,-0.056131219,-0.033954727,-0.007788481,-0.136377279,-0.028248976,-0.101300293,-0.025925602
2011/9/23 00:00,-0.006034868,0,-0.015721642,-0.184951214,-0.034195795,-0.011026878,-0.00371824,-0.088839309,-0.067071096,-0.169085358,-0.040418105
2011/9/26 00:00,-0.023536467,0,-0.053427084,-0.199128455,-0.057458688,-0.032055749,-0.025502799,-0.14021207,-0.069335906,-0.196821358,-0.0226477
2011/9/27 00:00,0.01642742,0,-0.001462245,0.16505731,0.027287762,0.029517639,0.021702128,0.101545363,0.043992986,0.053649203,0.030240399
2011/9/28 00:00,-0.011177404,0,-0.000556467,0.016639525,-0.050898784,-0.013286713,0.003540192,-0.061229793,-0.023041186,-0.078753035,-0.005793
2011/9/29 00:00,-0.004506225,0,-0.018051282,-0.085137159,-0.034491422,-0.020552799,-0.014733347,-0.069888724,-0.053930801,-0.107848521,-0.027432645
2011/9/30 00:00,-0.013426423,0,0.009848101,0.136550993,0.015889778,0.002894356,0.00884583,0.09776844,0.03950494,0.09635895,0.041180547
2011/10/10 00:00,-0.001477564,0,0.009574751,-0.031794372,-0.001144876,-0.013708514,-0.002505219,-0.007733876,-0.030791642,-0.108204066,-0.000257627
2011/10/11 00:00,-0.005607477,0,0.012586717,-0.000366585,0.026306823,-0.004389173,0.001883633,0.012526863,-0.0451048,-0.024293684,0.002541053
2011/10/12 00:00,0.031954887,0,0.002601682,0.030003735,0.010860176,0.002939015,0.002088991,0.036164849,0.027579935,0.139951212,0.006058053
2011/10/13 00:00,0.00736187,0,-0.001182135,-0.008274803,0.003057754,-0.007326007,-0.007713154,-0.034897297,-0.011195921,0.030618758,-0.020764383
2011/10/14 00:00,0.000753409,0,-0.000952601,0.043333322,-0.00286716,0.009594096,0.004201681,0.033123531,0.065752292,0.025399282,0.019372264
2011/10/17 00:00,0.002559663,0,0.003640672,-0.011459098,-0.089335994,-0.001461988,0.002719665,-0.016593905,-0.003599738,0.000493269,-0.00452624
2011/10/18 00:00,-0.025981828,0,-0.012494602,-0.13719865,-0.035686979,-0.023426061,-0.002920926,-0.103228699,-0.045133092,-0.12840672,-0.017693424
2011/10/19 00:00,-0.002776492,0,-0.007259264,0.013985289,-0.080729324,-0.011994003,0.000836995,-0.038846693,0.002970848,0.030175239,0.005233022
2011/10/20 00:00,-0.023820572,0,-0.0212616,-0.165767787,-0.114958711,-0.042488619,0.003972402,-0.141579323,-0.048615328,-0.111834692,-0.049443247
2011/10/21 00:00,-0.001267628,0,0.005910946,0.082213328,0.032043203,0.000792393,0.003748438,-0.033313584,0.01540288,0.079891015,0.011839074
2011/10/24 00:00,0.021894336,0,0.019239374,0.186959489,0.04694372,0.04354711,0.00373444,0.179537285,0.022044268,0.09025759,0.023266964
2011/10/25 00:00,0.017699115,0,-0.001755926,0.03406126,-0.007497781,0.012898331,0.003100455,0.040115564,0.000148083,0.00691939,0.01637445
2011/10/26 00:00,0.015560641,0,0.037924971,-0.00272647,0.004476498,-0.009737828,-0.00329693,0.038919014,0.000830008,-0.019080001,0.007584243
2011/10/27 00:00,0.004882079,0,0.003670865,0.037192828,0.002280106,0.009077156,0.006822411,0.037324716,0.017380698,0.075386554,-0.002095002
2011/10/28 00:00,0.010165184,0,0.007005402,0.063893932,0.084481589,0.006746627,-0.002053388,0.018209219,-0.012821125,-0.030142094,0.00430002
2011/10/31 00:00,-0.003403626,0,-0.014835303,-0.035229125,0.010850026,-0.011913626,0.001646091,-0.090340852,-0.03571721,-0.071736404,-0.022728926
2011/11/1 00:00,-0.002672804,0,0.000113437,-0.015283451,-0.055935726,-0.00075358,0.000410846,-0.034908304,0.001425563,-0.002253149,0.003165935
2011/11/2 00:00,0.033648478,0,0.00890376,0.012616824,-0.034562041,0.002262443,0.006160164,0.061226477,0.020023754,0.045653866,0.017502072
2011/11/3 00:00,-0.010658985,0,0.000505902,-0.070169903,-0.015804861,-0.012039127,-0.004081633,-0.085603166,-0.020998629,-0.054701972,-0.006577674
2011/11/4 00:00,0.009390697,0,0.016995337,0.117654477,0.045244407,0.01980198,-0.001434426,0.120264634,0.002126162,0.054511677,0.010351854
2011/11/7 00:00,-0.006346459,0,0.007098859,-0.048191867,-0.006181835,-0.012116892,-0.000410425,-0.091486747,-0.017593427,-0.056352728,-0.005098713
2011/11/8 00:00,-0.005298302,0,0.00981898,-0.010203281,0.016679055,0.005772006,-0.00184767,-0.014671119,0.009583047,-0.022349727,-0.008843368
2011/11/9 00:00,0.002553812,0,-0.003150633,0.019371167,0.005335312,-0.009325681,0.002262443,-0.056529463,-0.001082163,0.017545638,0.005236894
2011/11/10 00:00,-0.017103348,0,-0.018718326,-0.184220869,-0.043351368,-0.0391021,-0.002462549,-0.143831105,-0.018751026,-0.088868383,-0.024225611
2011/11/11 00:00,-0.002369493,0,0.007635707,0.059410315,0.072234784,0.01507159,0.011108825,0.007002761,0.005422384,0.048845457,0.009652639
2011/11/14 00:00,0.021376086,0,0.012289887,0.144044972,0.015822987,0.025241277,-0.009359105,0.115842662,0.001780655,0.061207068,0.008067902
2011/11/15 00:00,-0.00421481,0,-0.01042574,-0.042203039,-0.003203372,-0.002896452,-0.003696858,-0.017315177,-0.004001982,0.01411016,-0.009469804
2011/11/16 00:00,-0.02329984,0,-0.001953071,-0.040070511,-0.01681841,-0.015250545,0.004205888,-0.057895068,-0.011980158,-0.042190062,-0.008803563
2011/11/17 00:00,-0.002385567,0,0.000165371,0.026844504,0.014613668,0.01179941,0.001994416,0.035081292,-0.00664598,0.045608802,0.006241731
2011/11/18 00:00,-0.021895083,0,-0.025683422,-0.054021561,-0.008766155,-0.008017493,-0.004378981,-0.039677774,-0.035393799,-0.052714489,-0.009046906
2011/11/21 00:00,-0.001604401,0,0.000424256,0.006932622,-0.024333925,-0.007347539,0.00119952,-0.048120228,-0.031667888,-0.017285902,-0.022133918
2011/11/22 00:00,-0.000918274,0,-0.020129485,-0.005064388,-0.000771054,-0.001480385,-0.001198083,0.024118065,-0.030518574,-0.072188697,-0.005735365
2011/11/23 00:00,-0.009497549,0,0.012723968,-0.031601413,-0.020770642,-0.021497405,-0.00039984,-0.044791068,-0.015469716,-0.046201027,-0.016803667
2011/11/24 00:00,0.004562326,0,-0.006267806,-0.002912215,0.000144093,0.000757576,0,-6.61539E-05,-0.012843415,-0.07929123,-0.002727498
2011/11/25 00:00,-0.009699022,0,-0.006594037,-0.035300482,-0.013395381,-0.001514005,-0.0008,-0.042378259,-0.033272396,-0.036835287,-0.0011725
2011/11/28 00:00,0.004663817,0,0.013737374,0.074883689,-0.013887879,0.016679303,0.009207366,0.061176474,0.028322384,0.030899909,0.005444334
2011/11/29 00:00,0.006576402,0,0.003900245,0.011938949,0.014623996,0.003728561,0,0.014709151,0.033232817,0.031632102,0.00721583
2011/11/30 00:00,-0.028439662,0,0.001616425,-0.036591341,-0.006036019,-0.008172363,0.000595002,-0.028977642,-0.003973725,-0.045397258,-0.006879864
2011/12/1 00:00,0.021756329,0,0.016421291,0.159426864,0.035383188,0.023970037,0.014271556,0.120589306,0.01386884,0.114470457,0.023063049
2011/12/2 00:00,-0.00704607,0,0.000167131,0.000989354,-0.008118911,0.013899049,-0.000195427,-0.009736079,-0.013286392,-0.015563585,-0.002739401
2011/12/5 00:00,-0.011228946,0,-0.000278505,-0.012444735,0.002746477,-0.001443001,0.000781861,0.0276706,0.007744608,0.021077153,0.00748776
2011/12/6 00:00,-0.006545741,0,-0.017299978,-0.013826809,-0.013960615,-0.003612717,-0.001953125,-0.005911231,-0.004586799,-0.027122317,0.003723173
2011/12/7 00:00,0.007065174,0,0.009865344,0.035901336,0.004788462,0.007251632,0.000978474,0.047922743,0.013681983,0.017973693,-0.009784695
2011/12/8 00:00,-0.002443639,0,0.004631839,-0.017994914,-0.005936971,0.000719942,0.00058651,-0.023256425,-0.003209175,-0.039425498,-0.011032788
2011/12/9 00:00,-0.007981035,0,-0.01824634,-0.028849516,0.007109904,-0.010071942,-0.012309496,-0.04620194,0.01832228,0.007162076,-0.002689884
2011/12/12 00:00,-0.008204556,0,-0.012494663,-0.009877163,-0.017308139,-0.013081395,0.002571711,-0.049746015,-0.018490353,-0.061833344,-0.020429109
2011/12/13 00:00,-0.020640912,0,-0.021039889,-0.041179391,-0.002546519,0.000736377,-0.005130229,-0.029762531,-0.006540352,0.003217679,-0.014209115
2011/12/14 00:00,-0.008118747,0,-0.006270977,-0.053378077,0.022756009,0.000735835,0.003570012,-0.004504119,0.006124715,0.001124426,0.009737793
2011/12/15 00:00,-0.030018143,0,-0.045033034,-0.08882004,-0.011518146,-0.010294118,-0.010671937,-0.092613079,-0.002442799,0.009574687,-0.001954437
2011/12/16 00:00,0.016578813,0,0.019762355,0.069302771,0.03756825,0.014858841,0.005793048,0.061404429,0.013824867,0.033793831,0.025450014
2011/12/19 00:00,0.004850715,0,-0.000943109,-0.04431499,-0.004535689,-0.004392387,-0.004568024,-0.026627248,0.007557859,0.03075891,-0.006919349
2011/12/20 00:00,-0.00948814,0,0.003989159,0.004237833,0.004008013,0.002205882,0.000798085,0.015775869,-0.002515127,-0.020146654,-0.001193902
2011/12/21 00:00,-0.009074868,0,0.014498029,0.034526806,0.003196805,0.008070433,0.006379585,0.031889988,-0.014279189,0.002404415,-0.010370654
2011/12/22 00:00,-0.000339184,0,-0.008879455,4.54744E-05,0.025455266,-0.001455604,0.000396197,0.005435569,0.009792477,0.027325604,0.009010864
2011/12/23 00:00,0.001017898,0,-0.001779735,0.045082064,0.000708577,0.005830904,0.003168317,0.03136006,0.008989943,0.028425557,0.00371966
2011/12/26 00:00,-0.006863825,0,-0.010788106,-0.058523524,-0.006602336,-0.010144928,-0.003355705,-0.056165456,0.006205846,-0.001973489,-0.013916692
2011/12/27 00:00,-0.009556314,0,-0.003421414,0.011131706,0.002129673,0.002928258,0.000396118,-0.000492355,-0.004523615,-0.027220413,0.005407641
2011/12/28 00:00,-0.000172295,0,-0.00628391,0.009723052,0.014039808,0.002919708,0.003563651,0.029199581,0.015001654,0.075303227,-0.00511011
2011/12/29 00:00,0.000344649,0,-0.025232895,-0.039442901,-0.007758225,-0.005822416,-0.003748274,-0.025947979,0.001398578,-0.005186217,-0.007751938
2011/12/30 00:00,0.015073213,0,0.010917722,0.048076025,0.010206863,0.011713031,0.000792079,0.033214896,0.013738391,0.012595325,-0.01982273
2012/1/4 00:00,-0.021807382,0,0.024573486,0.012468921,-0.015227222,0,0.006925208,-0.010594352,0.018670408,0.04406189,0.022708464
2012/1/5 00:00,-0.006332408,0,0.014207149,0.01637627,0.009091019,0.005788712,0.013165651,0.072289712,-0.002642389,0.004074448,0.04061657
2012/1/6 00:00,0.002880838,0,0.004398253,-0.017773889,0.021817036,-0.001438849,-0.000193949,0.03342611,0.02483584,-0.016624643,-0.005174489
2012/1/9 00:00,0.034470752,0,-0.009327855,-0.009661471,-0.003113186,0.002881844,0.000969932,0.015261418,-0.003137915,-0.007146058,0.008241226
2012/1/10 00:00,0.036098957,0,0.005752346,0.036310446,0.009627878,0.001436782,-0.001162791,0.005790331,1.28759E-05,0.034447212,0.029194538
2012/1/11 00:00,-0.006903273,0,0.012040939,0.041691218,0.014892837,-0.00286944,0.003492433,0.014599124,-0.002189758,0.003737661,0.003333794
2012/1/12 00:00,0,0,0.002320048,0.018851823,0.00073225,0.000719424,-0.00328693,-0.005799369,0.013453112,-0.021681063,0.013965054
2012/1/13 00:00,-0.014474975,0,-0.000979287,0.021878871,-0.010679887,-0.004313444,-0.004849661,-0.011023966,-0.021662662,-0.058676181,-0.010463105
2012/1/16 00:00,-0.024147374,0,-0.004455666,-0.006416766,0.004560911,-0.010830325,0.006042885,0.021881471,-0.030631141,-0.075253791,0.002180346
2012/1/17 00:00,0.057568027,0,0.013784872,0.064650975,0.034521894,0.019708029,0.009494284,0.074615346,0.024942349,0.041415645,0.009419719
2012/1/18 00:00,-0.02818247,0,-0.003296348,-0.001620046,0.008823368,0.00071582,0.011406844,0.029253711,-0.016588538,-0.02787445,0.003199428
2012/1/19 00:00,0.019251249,0,0.005994389,0.044235507,0.004814304,-0.003576538,-0.00018797,0.04062951,-0.00727515,0.03725563,0.00099485
2012/1/20 00:00,0.011011091,0,-0.00325819,0.024427296,0.004613579,0.012203877,0.000188005,0.071022361,0.018604756,0.0440142,0.021290579
2012/1/30 00:00,-0.018522935,0,0.040168448,-0.008545835,0.007514632,-0.00070922,0,-0.003219341,0.036781537,-0.000397499,-0.004877465
2012/1/31 00:00,0.002753928,0,0.00512443,0.018049907,-0.018807377,0,0.001879699,0.043287199,0.002447684,-0.021210452,0.008512322
2012/2/1 00:00,-0.014620355,0,-0.002675906,-0.051923901,-0.009952551,-0.002838893,0,-0.029901509,-0.001879712,0.052803343,-0.004809891
2012/2/2 00:00,0.019427822,0,0.007823312,0.028663838,0.008662822,0.002846975,0.000375235,-0.010026606,0.004482971,0.028135433,0.001256332
2012/2/3 00:00,0.008764876,0,0.004876135,-0.00371889,0.008863775,0.019162527,-0.003188297,0.022422395,0.030593905,-0.000619254,0.004387949
2012/2/6 00:00,-0.0018334,0,-0.014641084,0.035254332,0.012494174,-0.000696379,0.001881468,0.066883209,0.022836136,0.054784445,0.022734937
2012/2/7 00:00,-0.016051749,0,-0.001981151,-0.036559816,-0.021933499,-0.011149826,0.001126761,-0.030736433,-0.016057936,-0.011028126,-0.005683471
2012/2/8 00:00,0.02929957,0,0.014264243,0.062269113,0.022894649,0.010570825,0.006002626,0.064123623,0.018975917,0.051659214,0.012874454
2012/2/9 00:00,-0.001498186,0,-0.007185595,-0.026091743,-0.006466389,-0.014644351,0.002237554,-0.064078977,-0.018282929,-0.018658381,-0.007631513
2012/2/10 00:00,-0.00015794,0,-0.005604213,0.007423103,-0.018055019,-0.002123142,0.002604651,-0.023620648,-0.018339831,-0.043460425,-0.005071644
2012/2/13 00:00,-0.000473896,0,-0.001529312,-0.029771515,-0.028801118,0.005673759,-0.000371126,0.001868822,0.012322398,0.053515954,0.002860521
2012/2/14 00:00,-0.004504149,0,-0.006410256,-0.040801145,0.002055183,-0.009167842,0.001299425,-0.027095226,-0.02081682,8.30009E-05,-0.009241468
2012/2/15 00:00,0.01154424,0,0.005366828,0.008021711,-0.024471312,-0.009964413,-0.000185391,0.005188667,-0.007301044,-0.001599995,-0.000451122
2012/2/16 00:00,-0.005706246,0,-0.003890056,-0.065934049,-0.020796808,-0.011502516,-0.003708511,-0.064002677,-0.012913315,-0.034364107,-0.027849406
2012/2/17 00:00,0.002279874,0,0.007211881,0.010619011,-0.003856383,0.001454545,-0.000558347,0.026026668,0.01126182,0.049226292,0.007648829
2012/2/20 00:00,0.001019688,0,0.001103753,-0.001959995,0.008478054,-0.005809731,-0.000744879,0.017671179,0.025435179,0.014036728,0.000714331
2012/2/21 00:00,0.006425325,0,0.005258248,0.03457522,0.017333302,0.010956903,-0.000186359,0.046793477,-0.001218822,0.02539356,0.00565968
2012/2/22 00:00,0.010510744,0,0.007396158,0.014505267,0.006682877,0.003612717,-0.000186393,0.010044653,0.007382863,-0.011141592,0.003135312
2012/2/23 00:00,0.003929424,0,0.011920049,0.004888859,-0.004260929,-0.005759539,-0.001118568,-0.006859739,-0.003664488,0.002951032,-0.007714283
2012/2/24 00:00,0.020107444,0,-0.000717261,-0.015368345,0.001917877,-0.002896452,0.005039194,-0.000706188,-0.007046011,-0.005350601,-0.004102025
2012/2/27 00:00,0.003987361,0,-0.0036717,0.036891355,0.025288768,0.007262164,0.000185701,0.008620352,0.010598669,0.03014714,0.011354111
2012/2/28 00:00,-0.000374672,0,0.002632308,0.033981063,0.004023974,0.006488825,-0.000371333,0.023291062,0.015820415,0.035332106,0.009085349
2012/2/29 00:00,-0.006446777,0,0.008014371,0.00017131,0.003809881,-0.002148997,0.008172363,0.019680447,0.047731818,-0.011593739,0.002709573
2012/3/1 00:00,-0.004451486,0,-0.040904729,-0.047889033,-0.011867926,0.005743001,-0.003316139,-0.012902548,-0.014157671,-0.043083578,-0.010349352
2012/3/2 00:00,0.017279272,0,0.001886631,0.043492407,0.0124053,0.009992862,0.000924214,0.056026219,0.035068436,0.033468603,0.000357539
2012/3/5 00:00,-0.005885421,0,-0.004764758,-0.017002446,-0.018926845,-0.004946996,0.001292705,-0.023855028,-0.005282613,0.013409054,0.007908224
2012/3/6 00:00,-0.013414269,0,-0.005905625,-0.048681419,-0.000733698,-0.003551136,0.003135374,-0.025758254,-0.015289096,-0.01880678,-0.003779565
2012/3/7 00:00,-0.007595898,0,-0.015803438,-0.049506427,-0.013688945,-0.011404134,-0.000735429,-0.057066728,-0.020430361,-0.029000946,-0.019174935
2012/3/8 00:00,0.009491007,0,0.009757384,0.01585733,0.011478351,0.001441961,0.001839926,-0.000206333,-0.001295537,0.020825932,0.000780671
2012/3/9 00:00,0.010311623,0,0.008879603,0.042969199,0.019003694,0.010079194,0.004224059,0.072965135,0.036025205,0.108963115,0.010687674
2012/3/12 00:00,-0.006529081,0,0.000834124,-0.004551447,-0.002103764,-0.000712758,-0.000548647,-0.006806977,-0.001959139,-0.026163605,-0.011075071
2012/3/13 00:00,0.011028856,0,-0.001178296,0.025419675,0.004792067,0.004279601,0.000914913,0.036923819,0.028983377,0.032754898,0.006530523
2012/3/14 00:00,-0.025496172,0,-0.017724068,-0.027330842,-0.017756626,-0.009943182,-0.000731261,-0.026460096,-0.016209801,0.005887965,-0.013404911
2012/3/15 00:00,-0.008237986,0,-0.011804681,-0.008407496,-0.002638819,-0.007173601,0.000365898,-0.021322108,0.000741135,0.017228974,0.000690484
2012/3/16 00:00,0.010229196,0,0.009900403,0.021754059,-0.001945562,-0.007947977,0.000731529,-0.033186229,0.016873955,-0.000411885,0.000393231
2012/3/19 00:00,0.00091359,0,0.000645729,-0.022911758,-0.003605497,-0.003506311,0.003106725,-0.025301296,0.003772294,0.026182932,0.003930561
2012/3/20 00:00,-0.012626455,0,-0.007039775,0.00052951,0.005695208,0.002111189,-0.003825833,0.00575894,-0.022503163,-0.072843901,-5.08921E-05
2012/3/21 00:00,0.002079963,0,0.000236323,-0.011152723,0.012686671,0.002808989,-0.007681053,0.019221532,0.005349163,-0.002354664,-0.008550855
2012/3/22 00:00,-0.00199877,0,-0.001801536,-0.037239994,-0.000688389,-0.00140056,0.004976041,-0.031301688,-0.007368389,0.00404335,-0.000414142
2012/3/23 00:00,-0.009782776,0,-0.002307761,0.007262364,0.002579125,-0.002103787,0.004034476,0.012371111,0.007743248,0.068767006,0.004883942
2012/3/26 00:00,-0.000855698,0,0.010586875,-0.007487475,0.000144747,0.000702741,0.002374429,0.016520843,-0.005955486,0.058616399,-0.003344412
2012/3/27 00:00,-0.001557147,0,0.014848289,0.022946943,0.003425726,-0.00491573,0.022230321,0.02174076,0.010479501,0.002889453,-0.002295631
2012/3/28 00:00,-0.027994386,0,-0.009975711,-0.038043524,-0.012616406,-0.01340861,0.000891266,-0.027863458,-0.003115647,-0.005644866,-0.00010364
2012/3/29 00:00,-0.011632571,0,-0.007067963,-0.020347749,0.000713575,-0.005007153,-0.012644702,-0.036449078,-0.022068442,-0.013347863,0.003560917
2012/3/30 00:00,-0.004220779,0,0.00067653,0.025194588,0.001419753,-0.005032351,-0.000721501,-0.01061084,0.005134342,-0.034574281,-0.001776964
2012/4/5 00:00,0.023557222,0,-0.020634921,-0.015037766,0.00397652,0.01517341,0.001624549,0.003738348,0.035568282,0.169522817,0.001714122
2012/4/6 00:00,0.003663295,0,0.003661684,0.037852266,-0.000637794,0.003558719,-0.000720851,0.019090465,-0.002736679,0.08525386,0.003598817
2012/4/9 00:00,-0.007775926,0,0.00604067,-0.020381637,-0.006345902,-0.006382979,-0.008295762,-0.036028142,0.002027302,0.002709337,0.019824897
2012/4/10 00:00,0.006397441,0,0.003417026,-0.01159124,0.002642564,0.004282655,-0.006001091,0.006733223,0.001614643,0.036270901,0.009238813
2012/4/11 00:00,0.001748113,0,0.007491857,-0.057039784,0.000900787,-0.004264392,0.006037322,-0.042025563,-0.028218633,-0.085107403,-0.007546519
2012/4/12 00:00,0.020147537,0,-0.002439526,0.036506103,0.008197997,0.009279086,0.005455537,0.036688273,-0.011599051,0.01863436,0.001458528
2012/4/13 00:00,0.005442812,0,0.009487331,-0.001505271,-0.010062974,-0.007072136,-0.009404956,-0.013313214,-0.011832615,0.021576713,-0.001524028
2012/4/16 00:00,-0.004640012,0,-0.019905435,-0.051795992,-0.014790507,0,-0.003469052,0.004816923,-0.022506839,-0.050347014,-0.006487762
2012/4/17 00:00,-0.009556367,0,0.001488982,0.001490711,-0.002576695,-0.006410256,0.003114694,-0.008511877,0.001175171,0.016069332,-0.015439429
2012/4/18 00:00,0.019626241,0,0.006422837,0.043055102,-0.033354224,0.007885305,0.002181818,0.051995569,0.012847826,-0.020218591,0.002423287
2012/4/19 00:00,0.000996933,0,-0.00729776,-0.011178802,-0.008594131,0,-0.003265602,-0.005453778,0.01602318,-0.003049744,0.003199887
2012/4/20 00:00,0.009882786,0,0.000922647,0.008439079,2.31186E-05,0.000711238,0.002184201,0.006768158,-0.011403441,-0.007817915,-0.002414347
2012/4/23 00:00,-0.006448187,0,-0.001159679,-0.009228156,-0.02979297,-0.007107321,-0.00018162,-0.029957453,-0.011499554,0.038712044,-0.019807651
2012/4/24 00:00,-0.005344735,0,-0.00256021,0.00908144,-0.000579443,-0.001431639,-0.005812897,-0.015402141,-0.007466449,-0.027445838,-0.011432757
2012/4/25 00:00,0.008981346,0,0.003432324,0.000612456,0.00341939,-0.001433692,0.002740727,-0.013529857,0.00244824,0.021464438,0.007040769
2012/4/26 00:00,0.003804017,0,0.005443189,0.025394557,0.00423886,0.006460876,-0.008199708,0.027475772,0.000655691,-0.008029878,-0.005984203
2012/4/27 00:00,-7.5792E-05,0,0.00056208,0.004063116,-0.021350254,-0.0021398,-0.001469778,-0.005215031,-0.001036354,0.018685307,-0.013696108
2012/5/2 00:00,0.018267263,0,-0.000206966,0.027734865,-0.007115206,0.003573981,0.004231831,0.032544589,-0.007128717,-0.019315079,-0.001975372
